Customer_ID,Age,Income,Destination,Travel_Type,Enquiry_Date,Budget,Status,Age_Group,Income_Bracket
TE10766,55.0,112731.0,Ladakh,Honeymoon,2025-11-22,159667,Closed,46-55,100K-150K
TE10767,47.0,175429.0,Jaipur,Family,2025-11-19,61460,Closed,46-55,150K-250K
TE10768,41.0,191809.0,Dubai,Honeymoon,2025-03-25,102335,New,36-45,150K-250K
TE10769,24.0,205396.0,Singapore,Honeymoon,2025-01-27,94105,Converted,18-25,150K-250K
TE10770,36.0,95383.0,Singapore,Leisure,2025-07-09,64367,New,36-45,60K-100K
TE10771,49.0,116386.0,Kashmir,Leisure,2025-10-04,90640,Contacted,46-55,100K-150K
TE10772,65.0,94717.0,Kashmir,Business,2025-11-06,69326,New,56+,60K-100K
TE10773,18.0,140390.0,Singapore,Family,2025-02-21,72477,Closed,Under 18,100K-150K
TE10774,52.0,47516.0,Ladakh,Adventure,2025-05-18,26855,Converted,46-55,30K-60K
TE10775,58.0,117781.0,Ladakh,Leisure,2025-10-07,84145,New,56+,100K-150K
TE10776,63.0,61781.0,Jaipur,Leisure,2025-01-22,116468,Contacted,56+,60K-100K
TE10777,38.0,141518.0,Bali,Business,2025-09-21,87010,Contacted,36-45,100K-150K
TE10778,23.0,215321.0,Goa,Business,2025-04-17,123168,Converted,18-25,150K-250K
TE10779,31.0,246612.0,Bali,Adventure,2025-01-09,105311,Closed,26-35,150K-250K
TE10780,58.0,121537.0,Kashmir,Adventure,2025-03-30,82916,New,56+,100K-150K
TE10781,60.0,31068.0,Goa,Family,2025-09-28,63023,Contacted,56+,30K-60K
TE10782,48.0,70865.0,Ladakh,Leisure,2025-11-13,67981,Contacted,46-55,60K-100K
TE10783,23.0,42318.0,Kashmir,Family,2025-01-30,33532,Contacted,18-25,30K-60K
TE10784,23.0,194167.0,Manali,Honeymoon,2025-06-18,75652,Contacted,18-25,150K-250K
TE10785,40.0,246445.0,Kerala,Business,2025-03-15,90110,New,36-45,150K-250K
TE10786,46.0,146524.0,Kashmir,Adventure,2025-09-06,145040,New,46-55,100K-150K
TE10787,19.0,59028.0,Kashmir,Leisure,2025-10-12,103491,Contacted,18-25,30K-60K
TE10788,50.0,22908.0,Goa,Leisure,2025-12-17,54730,Closed,46-55,Below 30K
TE10789,44.0,244454.0,Dubai,Adventure,2025-05-10,34622,New,36-45,150K-250K
TE10790,18.0,91396.0,Bali,Honeymoon,2025-04-19,77771,New,Under 18,60K-100K
TE10791,22.0,43986.0,Manali,Leisure,2025-04-23,113412,Converted,18-25,30K-60K
TE10792,39.0,59064.0,Dubai,Honeymoon,2025-10-05,77278,Closed,36-45,30K-60K
TE10793,52.0,77219.0,Goa,Family,2025-06-12,103969,Contacted,46-55,60K-100K
TE10794,57.0,170163.0,Manali,Honeymoon,2025-01-09,78661,New,56+,150K-250K
TE10795,38.0,224894.0,Kerala,Family,2025-12-11,110095,Converted,36-45,150K-250K
TE10796,32.0,81807.0,Singapore,Leisure,2025-02-07,29096,Contacted,26-35,60K-100K
TE10797,64.0,177440.0,Singapore,Leisure,2025-12-04,141146,Converted,56+,150K-250K
TE10798,40.0,33067.0,Bali,Family,2025-02-28,46063,New,36-45,30K-60K
TE10799,33.0,20343.0,Paris,Family,2025-07-15,112781,New,26-35,Below 30K
TE10800,39.0,30744.0,Dubai,Business,2025-04-24,75474,New,36-45,30K-60K
TE10801,18.0,232166.0,Goa,Business,2025-09-07,80946,Converted,Under 18,150K-250K
TE10802,32.0,152961.0,Manali,Leisure,2025-05-27,76561,Contacted,26-35,150K-250K
TE10803,42.0,204800.0,Dubai,Adventure,2025-05-14,93946,New,36-45,150K-250K
TE10804,62.0,23039.0,Manali,Adventure,2025-06-23,101013,Contacted,56+,Below 30K
TE10805,53.0,23158.0,Goa,Leisure,2025-12-20,122043,Converted,46-55,Below 30K
TE10806,55.0,214920.0,Manali,Leisure,2025-03-31,134278,New,46-55,150K-250K
TE10807,44.0,41805.0,Singapore,Leisure,2025-03-21,96614,Converted,36-45,30K-60K
TE10808,23.0,54052.0,Singapore,Family,2025-01-25,144979,Converted,18-25,30K-60K
TE10809,41.0,138395.0,Kashmir,Leisure,2025-09-26,88254,Contacted,36-45,100K-150K
TE10810,65.0,158723.0,Ladakh,Leisure,2025-09-04,122710,Closed,56+,150K-250K
TE10811,20.0,71101.0,Kerala,Leisure,2025-08-10,100005,Closed,18-25,60K-100K
TE10812,60.0,121168.0,Goa,Honeymoon,2025-01-09,65778,New,56+,100K-150K
TE10813,50.0,174570.0,Kerala,Honeymoon,2025-10-15,91343,New,46-55,150K-250K
TE10814,31.0,120741.0,Goa,Business,2025-10-22,102611,New,26-35,100K-150K
TE10815,55.0,106775.0,Jaipur,Leisure,2025-12-10,83873,New,46-55,100K-150K
TE10816,58.0,34657.0,Paris,Adventure,2025-12-05,99450,Contacted,56+,30K-60K
TE10817,20.0,122835.0,Paris,Family,2025-09-16,115288,Closed,18-25,100K-150K
TE10818,23.0,204239.0,Dubai,Honeymoon,2025-05-27,84182,Closed,18-25,150K-250K
TE10819,49.0,163408.0,Singapore,Leisure,2025-08-05,10000,New,46-55,150K-250K
TE10820,65.0,225189.0,Thailand,Adventure,2025-05-02,143739,Contacted,56+,150K-250K
TE10821,19.0,47271.0,Bali,Family,2025-08-28,74584,New,18-25,30K-60K
TE10822,49.0,20555.0,Singapore,Leisure,2025-12-13,56185,Contacted,46-55,Below 30K
TE10823,24.0,145173.0,Kerala,Adventure,2025-08-26,45656,New,18-25,100K-150K
TE10824,49.0,59436.0,Goa,Honeymoon,2025-12-02,73224,Closed,46-55,30K-60K
TE10825,47.0,155806.0,Bali,Family,2025-12-06,65304,Closed,46-55,150K-250K
TE10826,22.0,227706.0,Kerala,Family,2025-02-13,59205,New,18-25,150K-250K
TE10827,50.0,96216.0,Dubai,Family,2025-12-18,61126,Converted,46-55,60K-100K
TE10828,61.0,145483.0,Dubai,Business,2025-10-25,103541,Contacted,56+,100K-150K
TE10829,59.0,176154.0,Kashmir,Family,2025-06-05,156063,Converted,56+,150K-250K
TE10830,19.0,52809.0,Singapore,Family,2025-08-07,113720,Contacted,18-25,30K-60K
TE10831,29.0,226191.0,Jaipur,Business,2025-08-13,124291,New,26-35,150K-250K
TE10832,29.0,65047.0,Singapore,Leisure,2025-10-14,71791,Contacted,26-35,60K-100K
TE10833,39.0,205520.0,Paris,Leisure,2025-10-20,88663,New,36-45,150K-250K
TE10834,24.0,171117.0,Jaipur,Family,2025-02-07,99927,Contacted,18-25,150K-250K
TE10835,59.0,50704.0,Dubai,Adventure,2025-01-01,61915,New,56+,30K-60K
TE10836,55.0,186158.0,Jaipur,Adventure,2025-03-31,70099,Converted,46-55,150K-250K
TE10837,56.0,63582.0,Singapore,Leisure,2025-07-11,114909,Converted,56+,60K-100K
TE10838,27.0,157067.0,Goa,Business,2025-11-06,123160,New,26-35,150K-250K
TE10839,18.0,240647.0,Ladakh,Honeymoon,2025-08-26,87359,Contacted,Under 18,150K-250K
TE10840,61.0,239131.0,Dubai,Honeymoon,2025-02-19,43169,Converted,56+,150K-250K
TE10841,31.0,220128.0,Singapore,Leisure,2025-09-19,74654,New,26-35,150K-250K
TE10842,49.0,132623.0,Singapore,Adventure,2025-06-20,34553,Contacted,46-55,100K-150K
TE10843,61.0,147813.0,Singapore,Honeymoon,2025-05-15,87632,Converted,56+,100K-150K
TE10844,19.0,87663.0,Kerala,Family,2025-10-08,93939,Contacted,18-25,60K-100K
TE10845,18.0,231663.0,Kashmir,Honeymoon,2025-04-18,75525,Converted,Under 18,150K-250K
TE10846,18.0,128718.0,Jaipur,Honeymoon,2025-08-14,93460,Contacted,Under 18,100K-150K
TE10847,25.0,197018.0,Bali,Family,2025-03-08,99592,Contacted,18-25,150K-250K
TE10848,20.0,101442.0,Bali,Honeymoon,2025-05-19,93990,New,18-25,100K-150K
TE10849,57.0,189779.0,Manali,Adventure,2025-07-23,42946,New,56+,150K-250K
TE10850,47.0,70064.0,Dubai,Leisure,2025-08-15,76136,New,46-55,60K-100K
TE10851,65.0,188241.0,Paris,Business,2025-12-01,99345,Closed,56+,150K-250K
TE10852,56.0,28663.0,Dubai,Leisure,2025-04-16,140255,Closed,56+,Below 30K
TE10853,64.0,42318.0,Paris,Adventure,2025-11-23,75483,Converted,56+,30K-60K
TE10854,29.0,99713.0,Paris,Leisure,2025-10-25,104279,New,26-35,60K-100K
TE10855,31.0,129832.0,Kerala,Adventure,2025-05-12,115735,Contacted,26-35,100K-150K
TE10856,58.0,183047.0,Manali,Adventure,2025-02-20,78118,Converted,56+,150K-250K
TE10857,29.0,101300.0,Ladakh,Leisure,2025-04-04,125194,Converted,26-35,100K-150K
TE10858,20.0,22277.0,Jaipur,Family,2025-08-28,127076,New,18-25,Below 30K
TE10859,50.0,93491.0,Bali,Business,2025-10-15,133313,Closed,46-55,60K-100K
TE10860,56.0,119889.0,Goa,Leisure,2025-08-11,101045,New,56+,100K-150K
TE10861,64.0,144143.0,Jaipur,Business,2025-09-21,167605,New,56+,100K-150K
TE10862,62.0,167410.0,Goa,Family,2025-02-07,63465,Closed,56+,150K-250K
TE10863,23.0,75458.0,Singapore,Family,2025-07-03,159343,Contacted,18-25,60K-100K
TE10864,55.0,159614.0,Dubai,Family,2025-11-15,111890,Contacted,46-55,150K-250K
TE10865,58.0,164528.0,Kashmir,Adventure,2025-05-22,131914,Contacted,56+,150K-250K
TE10866,51.0,198183.0,Dubai,Leisure,2025-11-24,73799,Closed,46-55,150K-250K
TE10867,57.0,139116.0,Kerala,Family,2025-02-15,114557,New,56+,100K-150K
TE10868,58.0,206041.0,Manali,Business,2025-12-23,134944,Converted,56+,150K-250K
TE10869,39.0,69412.0,Singapore,Family,2025-10-13,46942,New,36-45,60K-100K
TE10870,19.0,183116.0,Jaipur,Family,2025-08-16,79284,New,18-25,150K-250K
TE10871,39.0,28635.0,Paris,Honeymoon,2025-08-13,10056,Contacted,36-45,Below 30K
TE10872,27.0,41849.0,Manali,Adventure,2025-12-07,78758,Contacted,26-35,30K-60K
TE10873,23.0,218616.0,Goa,Leisure,2025-05-18,56440,New,18-25,150K-250K
TE10874,23.0,128205.0,Goa,Family,2025-03-02,77378,Contacted,18-25,100K-150K
TE10875,51.0,162036.0,London,Business,2025-12-01,187328,Contacted,46-55,150K-250K
TE10876,42.0,157990.0,Paris,Adventure,2025-02-07,145123,Contacted,36-45,150K-250K
TE10877,43.0,179208.0,Goa,Business,2025-08-29,34619,Converted,36-45,150K-250K
TE10878,53.0,74971.0,Kashmir,Business,2025-04-07,104451,Converted,46-55,60K-100K
TE10879,44.0,59356.0,Goa,Adventure,2025-12-05,112963,Contacted,36-45,30K-60K
TE10880,48.0,27872.0,Paris,Family,2025-12-21,73174,Contacted,46-55,Below 30K
TE10881,22.0,218627.0,Bali,Honeymoon,2025-06-22,91241,Contacted,18-25,150K-250K
TE10882,58.0,69873.0,Kashmir,Family,2025-07-14,94659,Contacted,56+,60K-100K
TE10883,39.0,151439.0,Bali,Honeymoon,2025-06-15,37869,New,36-45,150K-250K
TE10884,25.0,123535.0,Jaipur,Business,2025-06-04,48903,New,18-25,100K-150K
TE10885,57.0,55666.0,London,Honeymoon,2025-12-08,91030,New,56+,30K-60K
TE10886,53.0,114032.0,Goa,Business,2025-04-15,88479,Contacted,46-55,100K-150K
TE10887,20.0,37302.0,London,Business,2025-12-16,60200,Closed,18-25,30K-60K
TE10888,27.0,58986.0,Thailand,Business,2025-08-25,57197,Contacted,26-35,30K-60K
TE10889,18.0,50409.0,Kashmir,Business,2025-12-16,81858,Contacted,Under 18,30K-60K
TE10890,30.0,209265.0,Manali,Adventure,2025-08-11,116015,Contacted,26-35,150K-250K
TE10891,22.0,149641.0,Manali,Leisure,2025-10-26,82323,Converted,18-25,100K-150K
TE10892,52.0,232760.0,Singapore,Leisure,2025-06-28,141796,Contacted,46-55,150K-250K
TE10893,43.0,119149.0,Jaipur,Adventure,2025-06-18,60646,Contacted,36-45,100K-150K
TE10894,65.0,64713.0,Kerala,Honeymoon,2025-04-04,91759,Converted,56+,60K-100K
TE10895,53.0,159192.0,Kashmir,Family,2025-03-18,72600,New,46-55,150K-250K
TE10896,47.0,233661.0,Singapore,Family,2025-01-14,105579,Contacted,46-55,150K-250K
TE10897,42.0,141562.0,Dubai,Leisure,2025-05-20,57644,Contacted,36-45,100K-150K
TE10898,20.0,22143.0,Paris,Honeymoon,2025-12-26,152459,Converted,18-25,Below 30K
TE10899,21.0,88440.0,Goa,Adventure,2025-12-08,25829,Closed,18-25,60K-100K
TE10900,47.0,232592.0,Manali,Honeymoon,2025-09-09,145042,Converted,46-55,150K-250K
TE10901,18.0,138257.0,Manali,Leisure,2025-05-13,88150,Contacted,Under 18,100K-150K
TE10902,20.0,238848.0,Ladakh,Adventure,2025-07-09,104335,New,18-25,150K-250K
TE10903,28.0,136151.0,Bali,Leisure,2025-10-03,131708,Contacted,26-35,100K-150K
TE10904,60.0,20796.0,Kerala,Adventure,2025-01-01,115018,Converted,56+,Below 30K
TE10905,40.0,220548.0,Paris,Business,2025-12-02,59449,Closed,36-45,150K-250K
TE10906,52.0,195021.0,Singapore,Family,2025-11-13,106003,Converted,46-55,150K-250K
TE10907,37.0,183938.0,Ladakh,Family,2025-12-20,150362,New,36-45,150K-250K
TE10908,26.0,243087.0,Thailand,Adventure,2025-02-04,53945,Converted,26-35,150K-250K
TE10909,35.0,63517.0,Kerala,Adventure,2025-12-11,159145,Closed,26-35,60K-100K
TE10910,22.0,228170.0,Ladakh,Honeymoon,2025-08-12,98500,Converted,18-25,150K-250K
TE10911,54.0,71968.0,Jaipur,Business,2025-07-22,69837,Converted,46-55,60K-100K
TE10912,26.0,243205.0,Jaipur,Honeymoon,2025-03-07,53735,Contacted,26-35,150K-250K
TE10913,36.0,62412.0,Thailand,Honeymoon,2025-06-29,77185,Contacted,36-45,60K-100K
TE10914,65.0,145675.0,Paris,Family,2025-05-13,16565,New,56+,100K-150K
TE10915,46.0,201128.0,Paris,Leisure,2025-12-26,70466,New,46-55,150K-250K
TE10916,40.0,36132.0,Dubai,Honeymoon,2025-05-04,75798,Converted,36-45,30K-60K
TE10917,44.0,33475.0,Jaipur,Business,2025-03-21,47396,Closed,36-45,30K-60K
TE10918,55.0,215151.0,Kerala,Family,2025-12-11,111175,Closed,46-55,150K-250K
TE10919,30.0,32019.0,Singapore,Leisure,2025-03-10,77343,New,26-35,30K-60K
TE10920,48.0,160408.0,Jaipur,Honeymoon,2025-11-26,62747,New,46-55,150K-250K
TE10921,59.0,235667.0,Manali,Business,2025-12-17,73613,New,56+,150K-250K
TE10922,45.0,160619.0,Thailand,Adventure,2025-04-22,97429,Converted,36-45,150K-250K
TE10923,39.0,129592.0,Dubai,Leisure,2025-09-08,87563,Converted,36-45,100K-150K
TE10924,24.0,114803.0,Kashmir,Honeymoon,2025-10-18,60466,Closed,18-25,100K-150K
TE10925,29.0,166054.0,Manali,Adventure,2025-07-15,89398,New,26-35,150K-250K
TE10926,63.0,150667.0,Kerala,Honeymoon,2025-09-11,83226,Contacted,56+,150K-250K
TE10927,43.0,134410.0,Kerala,Honeymoon,2025-02-18,45119,Converted,36-45,100K-150K
TE10928,32.0,53630.0,Ladakh,Adventure,2025-07-07,74902,New,26-35,30K-60K
TE10929,38.0,171739.0,Goa,Leisure,2025-07-06,105277,Closed,36-45,150K-250K
TE10930,45.0,189627.0,Thailand,Family,2025-07-26,105025,Contacted,36-45,150K-250K
TE10931,43.0,182455.0,Kerala,Family,2025-12-10,76951,New,36-45,150K-250K
TE10932,51.0,35404.0,Kerala,Business,2025-10-28,108687,New,46-55,30K-60K
TE10933,30.0,181069.0,Jaipur,Adventure,2025-08-08,50702,Closed,26-35,150K-250K
TE10934,49.0,187309.0,Goa,Adventure,2025-05-27,51785,Contacted,46-55,150K-250K
TE10935,39.0,60552.0,Jaipur,Business,2025-05-28,76206,Converted,36-45,60K-100K
TE10936,63.0,214963.0,Dubai,Honeymoon,2025-01-08,137415,Converted,56+,150K-250K
TE10937,25.0,139532.0,Dubai,Honeymoon,2025-07-20,90714,Contacted,18-25,100K-150K
TE10938,25.0,127613.0,Singapore,Business,2025-04-02,75362,Converted,18-25,100K-150K
TE10939,40.0,185675.0,Jaipur,Honeymoon,2025-11-19,139045,Closed,36-45,150K-250K
TE10940,42.0,136281.0,Goa,Business,2025-10-09,74957,New,36-45,100K-150K
TE10941,51.0,144381.0,Goa,Honeymoon,2025-11-29,163216,Converted,46-55,100K-150K
TE10942,37.0,90434.0,Manali,Family,2025-12-29,67105,New,36-45,60K-100K
TE10943,61.0,233268.0,Manali,Leisure,2025-05-26,49589,New,56+,150K-250K
TE10944,40.0,242915.0,Kerala,Honeymoon,2025-06-05,79177,Contacted,36-45,150K-250K
TE10945,24.0,48260.0,Manali,Honeymoon,2025-08-10,76282,Closed,18-25,30K-60K
TE10946,23.0,188085.0,Thailand,Business,2025-06-06,56730,New,18-25,150K-250K
TE10947,64.0,23413.0,Manali,Honeymoon,2025-04-12,176069,Contacted,56+,Below 30K
TE10948,24.0,103605.0,Goa,Family,2025-09-15,96152,Converted,18-25,100K-150K
TE10949,63.0,243040.0,Thailand,Family,2025-06-14,101249,New,56+,150K-250K
TE10950,31.0,58555.0,Unknown,Leisure,2025-12-09,68834,Converted,26-35,30K-60K
TE10951,22.0,105464.0,Paris,Leisure,2025-03-22,64782,Closed,18-25,100K-150K
TE10952,32.0,68942.0,Kashmir,Leisure,2025-06-11,120895,New,26-35,60K-100K
TE10953,47.0,186947.0,Kashmir,Business,2025-07-13,26346,New,46-55,150K-250K
TE10954,38.0,125630.0,Bali,Honeymoon,2025-11-27,45000,Closed,36-45,100K-150K
TE10955,55.0,155603.0,Goa,Adventure,2025-07-30,76344,New,46-55,150K-250K
TE10956,47.0,236676.0,Kerala,Family,2025-01-26,132287,New,46-55,150K-250K
TE10957,37.0,138884.0,London,Family,2025-05-03,71892,Closed,36-45,100K-150K
TE10958,48.0,188322.0,Kashmir,Adventure,2025-11-19,99565,Closed,46-55,150K-250K
TE10959,64.0,40714.0,Goa,Family,2025-04-10,85971,Converted,56+,30K-60K
TE10960,37.0,67936.0,Paris,Adventure,2025-05-04,130369,Contacted,36-45,60K-100K
TE10961,25.0,237672.0,Dubai,Honeymoon,2025-02-24,29535,Closed,18-25,150K-250K
TE10962,37.0,217419.0,Goa,Honeymoon,2025-09-19,110759,Converted,36-45,150K-250K
TE10963,58.0,170349.0,Bali,Leisure,2025-02-20,78039,Converted,56+,150K-250K
TE10964,28.0,105742.0,Dubai,Family,2025-05-14,117371,Converted,26-35,100K-150K
TE10965,63.0,64354.0,Dubai,Business,2025-09-16,56325,Converted,56+,60K-100K
TE10966,46.0,215600.0,Goa,Business,2025-11-22,85854,Contacted,46-55,150K-250K
TE10967,46.0,200191.0,Jaipur,Honeymoon,2025-03-22,81412,Contacted,46-55,150K-250K
TE10968,33.0,74074.0,Manali,Honeymoon,2025-05-01,49915,Contacted,26-35,60K-100K
TE10969,62.0,154841.0,Jaipur,Leisure,2025-02-12,40186,Contacted,56+,150K-250K
TE10970,19.0,161529.0,Manali,Business,2025-06-09,64686,Contacted,18-25,150K-250K
TE10971,32.0,128772.0,Kashmir,Honeymoon,2025-12-30,89548,Contacted,26-35,100K-150K
TE10972,38.0,232988.0,Manali,Business,2025-04-21,58508,Converted,36-45,150K-250K
TE10973,40.0,46791.0,Kerala,Business,2025-04-05,73447,Contacted,36-45,30K-60K
TE10974,40.0,77831.0,Manali,Adventure,2025-05-26,18997,New,36-45,60K-100K
TE10975,25.0,40046.0,Goa,Leisure,2025-11-23,72027,New,18-25,30K-60K
TE10976,28.0,178759.0,Manali,Honeymoon,2025-07-19,120826,New,26-35,150K-250K
TE10977,22.0,167410.0,Goa,Family,2025-08-10,109681,Converted,18-25,150K-250K
TE10978,45.0,247057.0,Goa,Leisure,2025-10-12,81958,Contacted,36-45,150K-250K
TE10979,34.0,143817.0,Jaipur,Adventure,2025-09-18,93528,New,26-35,100K-150K
TE10980,45.0,52938.0,Singapore,Business,2025-08-06,56011,Converted,36-45,30K-60K
TE10981,46.0,122604.0,Goa,Adventure,2025-07-24,141855,New,46-55,100K-150K
TE10982,51.0,38509.0,Jaipur,Adventure,2025-07-14,157372,New,46-55,30K-60K
TE10983,44.0,173652.0,Kerala,Honeymoon,2025-03-07,90769,Converted,36-45,150K-250K
TE10984,49.0,174413.0,Manali,Honeymoon,2025-05-31,175674,Contacted,46-55,150K-250K
TE10985,46.0,216975.0,Paris,Adventure,2025-11-05,61194,Converted,46-55,150K-250K
TE10986,49.0,96819.0,Goa,Business,2025-01-15,41212,Converted,46-55,60K-100K
TE10987,47.0,89948.0,Manali,Family,2025-10-29,60163,Closed,46-55,60K-100K
TE10988,33.0,34528.0,Jaipur,Leisure,2025-07-26,77318,New,26-35,30K-60K
TE10989,29.0,114315.0,London,Adventure,2025-05-08,165922,Converted,26-35,100K-150K
TE10990,55.0,128271.0,London,Business,2025-02-11,75159,Converted,46-55,100K-150K
TE10991,34.0,193040.0,London,Leisure,2025-10-06,54912,New,26-35,150K-250K
TE10992,44.0,192875.0,Paris,Leisure,2025-01-01,53554,Closed,36-45,150K-250K
TE10993,27.0,50538.0,Goa,Honeymoon,2025-07-17,124901,Contacted,26-35,30K-60K
TE10994,38.0,84148.0,Dubai,Family,2025-03-01,119906,Closed,36-45,60K-100K
TE10995,43.0,136662.0,Manali,Adventure,2025-11-27,68008,Contacted,36-45,100K-150K
TE10996,48.0,95731.0,Goa,Family,2025-03-08,19348,Contacted,46-55,60K-100K
TE10997,43.0,23926.0,Goa,Leisure,2025-10-20,45499,New,36-45,Below 30K
TE10998,35.0,214203.0,Jaipur,Adventure,2025-07-28,145244,Closed,26-35,150K-250K
TE10999,64.0,187656.0,Dubai,Adventure,2025-01-15,109108,Contacted,56+,150K-250K
TE11000,42.0,138657.0,Manali,Family,2025-09-20,87291,New,36-45,100K-150K
TE11001,56.0,91657.0,Bali,Honeymoon,2025-11-17,150409,New,56+,60K-100K
TE11002,53.0,213514.0,Dubai,Business,2025-03-22,153541,Converted,46-55,150K-250K
TE11003,44.0,26185.0,Thailand,Leisure,2025-12-19,83742,New,36-45,Below 30K
TE11004,60.0,121562.0,Manali,Adventure,2025-10-18,84385,Contacted,56+,100K-150K
TE11005,24.0,203823.0,Kerala,Adventure,2025-09-28,64628,Converted,18-25,150K-250K
TE11006,62.0,239091.0,Manali,Family,2025-05-03,75039,New,56+,150K-250K
TE11007,58.0,76329.0,Jaipur,Family,2025-02-13,32979,Contacted,56+,60K-100K
TE11008,42.0,168984.0,Manali,Business,2025-06-06,32836,New,36-45,150K-250K
TE11009,53.0,62007.0,Manali,Business,2025-10-21,24707,Closed,46-55,60K-100K
TE11010,42.0,44888.0,Kerala,Honeymoon,2025-08-02,122952,Closed,36-45,30K-60K
TE11011,30.0,99901.0,Dubai,Leisure,2025-08-24,30351,New,26-35,60K-100K
TE11012,56.0,223342.0,Manali,Leisure,2025-10-12,153249,Contacted,56+,150K-250K
TE11013,29.0,177959.0,Kashmir,Business,2025-05-04,59437,Contacted,26-35,150K-250K
TE11014,33.0,131510.0,Goa,Business,2025-01-14,145807,Closed,26-35,100K-150K
TE11015,42.0,83614.0,Kerala,Adventure,2025-11-18,72223,Contacted,36-45,60K-100K
TE11016,58.0,50860.0,Kerala,Leisure,2025-08-12,30183,Contacted,56+,30K-60K
TE11017,36.0,80817.0,Manali,Honeymoon,2025-07-25,129932,Closed,36-45,60K-100K
TE11018,41.0,53424.0,Jaipur,Family,2025-07-28,134065,New,36-45,30K-60K
TE11019,19.0,61404.0,Goa,Business,2025-11-07,53288,Contacted,18-25,60K-100K
TE11020,23.0,177508.0,Bali,Family,2025-10-08,73392,New,18-25,150K-250K
TE11021,20.0,48786.0,Manali,Honeymoon,2025-09-01,53297,Contacted,18-25,30K-60K
TE11022,21.0,28990.0,Manali,Honeymoon,2025-10-12,80782,Contacted,18-25,Below 30K
TE11023,59.0,143823.0,Dubai,Leisure,2025-04-16,88774,Closed,56+,100K-150K
TE11024,58.0,84490.0,Thailand,Leisure,2025-09-17,72702,Contacted,56+,60K-100K
TE11025,57.0,123496.0,Ladakh,Honeymoon,2025-12-21,21339,New,56+,100K-150K
TE11026,20.0,50430.0,Kashmir,Leisure,2025-03-27,64669,Converted,18-25,30K-60K
TE11027,21.0,66715.0,Singapore,Adventure,2025-07-27,109623,Converted,18-25,60K-100K
TE11028,31.0,120330.0,Singapore,Honeymoon,2025-09-05,77689,Converted,26-35,100K-150K
TE11029,45.0,178085.0,Jaipur,Adventure,2025-07-08,73540,Converted,36-45,150K-250K
TE11030,34.0,114130.0,Thailand,Leisure,2025-12-19,52423,New,26-35,100K-150K
TE11031,41.0,143678.0,Jaipur,Leisure,2025-05-27,63648,Contacted,36-45,100K-150K
TE11032,26.0,139075.0,Dubai,Family,2025-03-21,134313,New,26-35,100K-150K
TE11033,53.0,80375.0,Singapore,Honeymoon,2025-02-19,45108,New,46-55,60K-100K
TE11034,33.0,82875.0,Kerala,Honeymoon,2025-11-06,110229,Closed,26-35,60K-100K
TE11035,21.0,116768.0,Goa,Business,2025-09-07,86647,Converted,18-25,100K-150K
TE11036,53.0,25434.0,Paris,Honeymoon,2025-07-30,93568,New,46-55,Below 30K
TE11037,61.0,177012.0,Dubai,Honeymoon,2025-06-06,59368,New,56+,150K-250K
TE11038,18.0,160538.0,Thailand,Adventure,2025-05-30,72688,Closed,Under 18,150K-250K
TE11039,38.0,89023.0,Paris,Adventure,2025-12-07,84800,New,36-45,60K-100K
TE11040,57.0,104702.0,Ladakh,Adventure,2025-09-05,66777,New,56+,100K-150K
TE11041,51.0,94258.0,Jaipur,Leisure,2025-12-18,96600,New,46-55,60K-100K
TE11042,59.0,169110.0,Bali,Business,2025-10-19,101010,New,56+,150K-250K
TE11043,37.0,194255.0,Goa,Adventure,2025-10-07,161045,New,36-45,150K-250K
TE11044,35.0,43210.0,Kashmir,Family,2025-07-21,94737,Closed,26-35,30K-60K
TE11045,52.0,113890.0,Jaipur,Adventure,2025-03-30,18072,New,46-55,100K-150K
TE11046,25.0,21196.0,Manali,Leisure,2025-08-26,125706,Contacted,18-25,Below 30K
TE11047,29.0,122922.0,Manali,Business,2025-09-18,77865,Converted,26-35,100K-150K
TE11048,46.0,75604.0,Dubai,Adventure,2025-07-09,155417,Contacted,46-55,60K-100K
TE11049,50.0,95906.0,Paris,Leisure,2025-01-08,136482,Converted,46-55,60K-100K
TE11050,23.0,123919.0,Bali,Adventure,2025-12-16,67316,Converted,18-25,100K-150K
TE11051,42.0,93104.0,Kashmir,Leisure,2025-10-28,110267,Contacted,36-45,60K-100K
TE11052,35.0,109425.0,Singapore,Business,2025-05-09,64212,Contacted,26-35,100K-150K
TE11053,42.0,195427.0,Kerala,Leisure,2025-06-29,85094,Converted,36-45,150K-250K
TE11054,64.0,205991.0,Jaipur,Adventure,2025-02-14,108659,Converted,56+,150K-250K
TE11055,21.0,19360.0,Ladakh,Adventure,2025-12-07,123955,Converted,18-25,Below 30K
TE11056,65.0,105658.0,Thailand,Leisure,2025-03-25,116332,New,56+,100K-150K
TE11057,39.0,214478.0,Dubai,Leisure,2025-05-18,87625,Converted,36-45,150K-250K
TE11058,55.0,141062.0,Kashmir,Family,2025-06-05,171920,Converted,46-55,100K-150K
TE11059,38.0,65625.0,Paris,Adventure,2025-04-06,72224,New,36-45,60K-100K
TE11060,32.0,155696.0,Ladakh,Leisure,2025-08-20,28748,Closed,26-35,150K-250K
TE11061,54.0,51623.0,Kashmir,Adventure,2025-12-29,35486,New,46-55,30K-60K
TE11062,51.0,23064.0,Bali,Adventure,2025-11-08,136590,New,46-55,Below 30K
