Customer_ID,Age,Income,Destination,Travel_Type,Enquiry_Date,Budget,Status
TE10734,55.0,234441.0,Kerala,Family,2025-09-10,83553,Contacted
TE10735,27.0,92805.0,Manali,Adventure,2025-10-09,53632,Closed
TE10736,50.0,65295.0,London,Adventure,2025-12-21,72302,New
TE10737,53.0,105959.0,Manali,Adventure,2025-07-18,57297,Closed
TE10738,34.0,140622.0,Bali,Family,2025-06-15,95356,Contacted
TE10739,53.0,173013.0,Ladakh,Leisure,2025-11-24,178953,Converted
TE10740,61.0,211219.0,Jaipur,Honeymoon,2025-02-23,104280,Contacted
TE10741,57.0,70167.0,Manali,Family,2025-08-18,81745,New
TE10742,54.0,88343.0,Manali,Business,2025-10-25,61726,Closed
TE10743,48.0,235774.0,Thailand,Adventure,2025-07-02,37981,Closed
TE10744,30.0,120036.0,Jaipur,Leisure,2025-04-06,110679,Contacted
TE10745,56.0,74044.0,Goa,Adventure,2025-08-14,108777,Closed
TE10746,35.0,246665.0,Bali,Business,2025-12-29,68686,New
TE10747,43.0,122161.0,Manali,Adventure,2025-03-27,127467,New
TE10748,33.0,246531.0,Thailand,Honeymoon,2025-07-25,85739,New
TE10749,33.0,231282.0,Dubai,Business,2025-01-19,112117,Contacted
TE10750,25.0,228217.0,Manali,Adventure,2025-03-26,95367,New
TE10751,64.0,152987.0,Goa,Honeymoon,2025-10-07,78800,Contacted
TE10752,25.0,203240.0,Jaipur,Adventure,2025-06-30,51579,New
TE10753,22.0,240849.0,Jaipur,Adventure,2025-03-14,79906,Converted
TE10754,62.0,80438.0,Bali,Adventure,2025-05-03,114472,Converted
TE10755,44.0,,Jaipur,Honeymoon,2025-02-14,67215,Converted
TE10756,39.0,92437.0,Dubai,Business,2025-10-11,100391,New
TE10757,53.0,165761.0,Dubai,Adventure,2025-12-10,47104,Converted
TE10758,36.0,144970.0,Dubai,Adventure,2025-02-08,112302,New
TE10759,24.0,36695.0,Kashmir,Business,2025-03-28,95953,Converted
TE10760,53.0,148100.0,Manali,Family,2025-11-08,42926,Contacted
TE10761,26.0,58460.0,London,Family,2025-11-16,77159,Contacted
TE10762,44.0,135277.0,Dubai,Honeymoon,2025-10-07,117600,New
TE10763,63.0,151563.0,Goa,Leisure,2025-09-18,40934,Converted
TE10764,62.0,165708.0,Manali,Business,2025-11-10,47517,Closed
TE10765,35.0,113713.0,Goa,Adventure,2025-05-16,82568,Converted
TE10766,55.0,112731.0,Ladakh,Honeymoon,2025-11-22,159667,Closed
TE10767,47.0,175429.0,Jaipur,Family,2025-11-19,61460,Closed
TE10768,41.0,191809.0,Dubai,Honeymoon,2025-03-25,102335,New
TE10769,24.0,205396.0,Singapore,Honeymoon,2025-01-27,94105,Converted
TE10770,36.0,95383.0,Singapore,Leisure,2025-07-09,64367,New
TE10771,49.0,116386.0,Kashmir,Leisure,2025-10-04,90640,Contacted
TE10772,65.0,94717.0,Kashmir,Business,2025-11-06,69326,New
TE10773,18.0,140390.0,Singapore,Family,2025-02-21,72477,Closed
TE10774,52.0,47516.0,Ladakh,Adventure,2025-05-18,26855,Converted
TE10775,58.0,117781.0,Ladakh,Leisure,2025-10-07,84145,New
TE10776,63.0,61781.0,Jaipur,Leisure,2025-01-22,116468,Contacted
TE10777,38.0,141518.0,Bali,Business,2025-09-21,87010,Contacted
TE10778,23.0,215321.0,Goa,Business,2025-04-17,123168,Converted
TE10779,31.0,246612.0,Bali,Adventure,2025-01-09,105311,Closed
TE10780,58.0,121537.0,Kashmir,Adventure,2025-03-30,82916,New
TE10781,60.0,31068.0,Goa,Family,2025-09-28,63023,Contacted
TE10782,48.0,70865.0,Ladakh,Leisure,2025-11-13,67981,Contacted
TE10783,23.0,42318.0,Kashmir,Family,2025-01-30,33532,Contacted
TE10784,23.0,194167.0,Manali,Honeymoon,2025-06-18,75652,Contacted
TE10785,40.0,246445.0,Kerala,Business,2025-03-15,90110,New
TE10786,46.0,146524.0,Kashmir,Adventure,2025-09-06,145040,New
TE10787,19.0,59028.0,Kashmir,Leisure,2025-10-12,103491,Contacted
TE10788,50.0,22908.0,Goa,Leisure,2025-12-17,54730,Closed
TE10789,44.0,244454.0,Dubai,Adventure,2025-05-10,34622,New
TE10790,18.0,91396.0,Bali,Honeymoon,2025-04-19,77771,New
TE10791,22.0,43986.0,Manali,Leisure,2025-04-23,113412,Converted
TE10792,39.0,59064.0,Dubai,Honeymoon,2025-10-05,77278,Closed
TE10793,52.0,77219.0,Goa,Family,2025-06-12,103969,Contacted
TE10794,57.0,170163.0,Manali,Honeymoon,2025-01-09,78661,New
TE10795,38.0,224894.0,Kerala,Family,2025-12-11,110095,Converted
TE10796,32.0,81807.0,Singapore,Leisure,2025-02-07,29096,Contacted
TE10797,64.0,177440.0,Singapore,Leisure,2025-12-04,141146,Converted
TE10798,40.0,33067.0,Bali,Family,2025-02-28,46063,New
TE10799,33.0,20343.0,Paris,Family,2025-07-15,112781,New
TE10800,39.0,30744.0,Dubai,Business,2025-04-24,75474,New
TE10801,18.0,232166.0,Goa,Business,2025-09-07,80946,Converted
TE10802,32.0,152961.0,Manali,Leisure,2025-05-27,76561,Contacted
TE10803,42.0,204800.0,Dubai,Adventure,2025-05-14,93946,New
TE10804,62.0,23039.0,Manali,Adventure,2025-06-23,101013,Contacted
TE10805,53.0,23158.0,Goa,Leisure,2025-12-20,122043,Converted
TE10806,55.0,214920.0,Manali,Leisure,2025-03-31,134278,New
TE10807,44.0,41805.0,Singapore,Leisure,2025-03-21,96614,Converted
TE10808,23.0,54052.0,Singapore,Family,2025-01-25,144979,Converted
TE10809,,138395.0,Kashmir,Leisure,2025-09-26,88254,Contacted
TE10810,65.0,158723.0,Ladakh,Leisure,2025-09-04,122710,Closed
TE10811,20.0,71101.0,Kerala,Leisure,2025-08-10,100005,Closed
TE10812,60.0,121168.0,Goa,Honeymoon,2025-01-09,65778,New
TE10813,50.0,174570.0,Kerala,Honeymoon,2025-10-15,91343,New
TE10814,31.0,120741.0,Goa,Business,2025-10-22,102611,New
TE10815,55.0,106775.0,Jaipur,Leisure,2025-12-10,83873,New
TE10816,58.0,34657.0,Paris,Adventure,2025-12-05,99450,Contacted
TE10817,20.0,122835.0,Paris,Family,2025-09-16,115288,Closed
TE10818,23.0,204239.0,Dubai,Honeymoon,2025-05-27,84182,Closed
TE10819,49.0,163408.0,Singapore,Leisure,2025-08-05,10000,New
TE10820,65.0,225189.0,Thailand,Adventure,2025-05-02,143739,Contacted
TE10821,19.0,47271.0,Bali,Family,2025-08-28,74584,New
TE10822,49.0,20555.0,Singapore,Leisure,2025-12-13,56185,Contacted
TE10823,24.0,145173.0,Kerala,Adventure,2025-08-26,45656,New
TE10824,49.0,59436.0,Goa,Honeymoon,2025-12-02,73224,Closed
TE10825,47.0,155806.0,Bali,Family,2025-12-06,65304,Closed
TE10826,22.0,227706.0,Kerala,Family,2025-02-13,59205,New
TE10827,50.0,96216.0,Dubai,Family,2025-12-18,61126,Converted
TE10828,61.0,145483.0,Dubai,Business,2025-10-25,103541,Contacted
TE10829,59.0,176154.0,Kashmir,Family,2025-06-05,156063,Converted
TE10830,19.0,52809.0,Singapore,Family,2025-08-07,113720,Contacted
TE10831,29.0,226191.0,Jaipur,Business,2025-08-13,124291,New
TE10832,29.0,65047.0,Singapore,Leisure,2025-10-14,71791,Contacted
TE10833,39.0,205520.0,Paris,Leisure,2025-10-20,88663,New
TE10834,24.0,171117.0,Jaipur,Family,2025-02-07,99927,Contacted
TE10835,59.0,50704.0,Dubai,Adventure,2025-01-01,61915,New
TE10836,55.0,186158.0,Jaipur,Adventure,2025-03-31,70099,Converted
TE10837,56.0,63582.0,Singapore,Leisure,2025-07-11,114909,Converted
TE10838,27.0,157067.0,Goa,Business,2025-11-06,123160,New
TE10839,18.0,240647.0,Ladakh,Honeymoon,2025-08-26,87359,Contacted
TE10840,61.0,239131.0,Dubai,Honeymoon,2025-02-19,43169,Converted
TE10841,31.0,220128.0,Singapore,Leisure,2025-09-19,74654,New
TE10842,49.0,132623.0,Singapore,Adventure,2025-06-20,34553,Contacted
TE10843,61.0,147813.0,Singapore,Honeymoon,2025-05-15,87632,Converted
TE10844,19.0,87663.0,Kerala,Family,2025-10-08,93939,Contacted
TE10845,18.0,231663.0,Kashmir,Honeymoon,2025-04-18,75525,Converted
TE10846,18.0,128718.0,Jaipur,Honeymoon,2025-08-14,93460,Contacted
TE10847,25.0,197018.0,Bali,Family,2025-03-08,99592,Contacted
TE10848,20.0,101442.0,Bali,Honeymoon,2025-05-19,93990,New
TE10849,57.0,189779.0,Manali,Adventure,2025-07-23,42946,New
TE10850,47.0,70064.0,Dubai,Leisure,2025-08-15,76136,New
TE10851,65.0,188241.0,Paris,Business,2025-12-01,99345,Closed
TE10852,56.0,28663.0,Dubai,Leisure,2025-04-16,140255,Closed
TE10853,64.0,42318.0,Paris,Adventure,2025-11-23,75483,Converted
TE10854,29.0,99713.0,Paris,Leisure,2025-10-25,104279,New
TE10855,31.0,129832.0,Kerala,Adventure,2025-05-12,115735,Contacted
TE10856,58.0,183047.0,Manali,Adventure,2025-02-20,78118,Converted
TE10857,29.0,101300.0,Ladakh,Leisure,2025-04-04,125194,Converted
TE10858,20.0,22277.0,Jaipur,Family,2025-08-28,127076,New
TE10859,50.0,93491.0,Bali,Business,2025-10-15,133313,Closed
TE10860,56.0,119889.0,Goa,Leisure,2025-08-11,101045,New
TE10861,64.0,144143.0,Jaipur,Business,2025-09-21,167605,New
TE10862,62.0,167410.0,Goa,Family,2025-02-07,63465,Closed
TE10863,23.0,75458.0,Singapore,Family,2025-07-03,159343,Contacted
TE10864,55.0,159614.0,Dubai,Family,2025-11-15,111890,Contacted
TE10865,58.0,164528.0,Kashmir,Adventure,2025-05-22,131914,Contacted
TE10866,51.0,198183.0,Dubai,Leisure,2025-11-24,73799,Closed
TE10867,57.0,139116.0,Kerala,Family,2025-02-15,114557,New
TE10868,58.0,206041.0,Manali,Business,2025-12-23,134944,Converted
TE10869,39.0,69412.0,Singapore,Family,2025-10-13,46942,New
TE10870,19.0,183116.0,Jaipur,Family,2025-08-16,79284,New
TE10871,39.0,28635.0,Paris,Honeymoon,2025-08-13,10056,Contacted
TE10872,27.0,41849.0,Manali,Adventure,2025-12-07,78758,Contacted
TE10873,23.0,218616.0,Goa,Leisure,2025-05-18,56440,New
TE10874,23.0,128205.0,Goa,Family,2025-03-02,77378,Contacted
TE10875,51.0,162036.0,London,Business,2025-12-01,187328,Contacted
TE10876,42.0,157990.0,Paris,Adventure,2025-02-07,145123,Contacted
TE10877,43.0,179208.0,Goa,Business,2025-08-29,34619,Converted
TE10878,53.0,74971.0,Kashmir,Business,2025-04-07,104451,Converted
TE10879,44.0,59356.0,Goa,Adventure,2025-12-05,112963,Contacted
TE10880,48.0,27872.0,Paris,Family,2025-12-21,73174,Contacted
TE10881,22.0,218627.0,Bali,Honeymoon,2025-06-22,91241,Contacted
TE10882,58.0,69873.0,Kashmir,Family,2025-07-14,94659,Contacted
TE10883,39.0,151439.0,Bali,Honeymoon,2025-06-15,37869,New
TE10884,25.0,123535.0,Jaipur,Business,2025-06-04,48903,New
TE10885,57.0,55666.0,London,Honeymoon,2025-12-08,91030,New
TE10886,53.0,114032.0,Goa,Business,2025-04-15,88479,Contacted
TE10887,20.0,37302.0,London,Business,2025-12-16,60200,Closed
TE10888,27.0,58986.0,Thailand,Business,2025-08-25,57197,Contacted
TE10889,18.0,50409.0,Kashmir,Business,2025-12-16,81858,Contacted
TE10890,30.0,209265.0,Manali,Adventure,2025-08-11,116015,Contacted
TE10891,22.0,149641.0,Manali,Leisure,2025-10-26,82323,Converted
TE10892,52.0,232760.0,Singapore,Leisure,2025-06-28,141796,Contacted
TE10893,43.0,119149.0,Jaipur,Adventure,2025-06-18,60646,Contacted
TE10894,65.0,64713.0,Kerala,Honeymoon,2025-04-04,91759,Converted
TE10895,53.0,159192.0,Kashmir,Family,2025-03-18,72600,New
TE10896,47.0,233661.0,Singapore,Family,2025-01-14,105579,Contacted
TE10897,42.0,141562.0,Dubai,Leisure,2025-05-20,57644,Contacted
TE10898,20.0,22143.0,Paris,Honeymoon,2025-12-26,152459,Converted
TE10899,21.0,88440.0,Goa,Adventure,2025-12-08,25829,Closed
TE10900,47.0,232592.0,Manali,Honeymoon,2025-09-09,145042,Converted
TE10901,18.0,138257.0,Manali,Leisure,2025-05-13,88150,Contacted
TE10902,20.0,238848.0,Ladakh,Adventure,2025-07-09,104335,New
TE10903,28.0,136151.0,Bali,Leisure,2025-10-03,131708,Contacted
TE10904,60.0,20796.0,Kerala,Adventure,2025-01-01,115018,Converted
TE10905,40.0,220548.0,Paris,Business,2025-12-02,59449,Closed
TE10906,52.0,195021.0,Singapore,Family,2025-11-13,106003,Converted
TE10907,37.0,183938.0,Ladakh,Family,2025-12-20,150362,New
TE10908,26.0,243087.0,Thailand,Adventure,2025-02-04,53945,Converted
TE10909,35.0,63517.0,Kerala,Adventure,2025-12-11,159145,Closed
TE10910,22.0,228170.0,Ladakh,Honeymoon,2025-08-12,98500,Converted
TE10911,54.0,71968.0,Jaipur,Business,2025-07-22,69837,Converted
TE10912,26.0,243205.0,Jaipur,Honeymoon,2025-03-07,53735,Contacted
TE10913,36.0,62412.0,Thailand,Honeymoon,2025-06-29,77185,Contacted
TE10914,65.0,145675.0,Paris,Family,2025-05-13,16565,New
TE10915,46.0,201128.0,Paris,Leisure,2025-12-26,70466,New
TE10916,40.0,36132.0,Dubai,Honeymoon,2025-05-04,75798,Converted
TE10917,44.0,33475.0,Jaipur,Business,2025-03-21,47396,Closed
TE10918,55.0,215151.0,Kerala,Family,2025-12-11,111175,Closed
TE10919,30.0,32019.0,Singapore,Leisure,2025-03-10,77343,New
TE10920,48.0,160408.0,Jaipur,Honeymoon,2025-11-26,62747,New
TE10921,59.0,235667.0,Manali,Business,2025-12-17,73613,New
TE10922,45.0,160619.0,Thailand,Adventure,2025-04-22,97429,Converted
TE10923,39.0,129592.0,Dubai,Leisure,2025-09-08,87563,Converted
TE10924,24.0,114803.0,Kashmir,Honeymoon,2025-10-18,60466,Closed
TE10925,29.0,166054.0,Manali,Adventure,2025-07-15,89398,New
TE10926,63.0,150667.0,Kerala,Honeymoon,2025-09-11,83226,Contacted
TE10927,43.0,134410.0,Kerala,Honeymoon,2025-02-18,45119,Converted
TE10928,32.0,53630.0,Ladakh,Adventure,2025-07-07,74902,New
TE10929,38.0,171739.0,Goa,Leisure,2025-07-06,105277,Closed
TE10930,45.0,189627.0,Thailand,Family,2025-07-26,105025,Contacted
TE10931,43.0,182455.0,Kerala,Family,2025-12-10,76951,New
TE10932,51.0,35404.0,Kerala,Business,2025-10-28,108687,New
TE10933,30.0,181069.0,Jaipur,Adventure,2025-08-08,50702,Closed
TE10934,49.0,187309.0,Goa,Adventure,2025-05-27,51785,Contacted
TE10935,39.0,60552.0,Jaipur,Business,2025-05-28,76206,Converted
TE10936,63.0,214963.0,Dubai,Honeymoon,2025-01-08,137415,Converted
TE10937,25.0,139532.0,Dubai,Honeymoon,2025-07-20,90714,Contacted
TE10938,25.0,127613.0,Singapore,Business,2025-04-02,75362,Converted
TE10939,40.0,185675.0,Jaipur,Honeymoon,2025-11-19,139045,Closed
TE10940,42.0,136281.0,Goa,Business,2025-10-09,74957,New
TE10941,51.0,144381.0,Goa,Honeymoon,2025-11-29,163216,Converted
TE10942,37.0,90434.0,Manali,Family,2025-12-29,67105,New
TE10943,61.0,233268.0,Manali,Leisure,2025-05-26,49589,New
TE10944,40.0,242915.0,Kerala,Honeymoon,2025-06-05,79177,Contacted
TE10945,24.0,48260.0,Manali,Honeymoon,2025-08-10,76282,Closed
TE10946,23.0,188085.0,Thailand,Business,2025-06-06,56730,New
TE10947,64.0,23413.0,Manali,Honeymoon,2025-04-12,176069,Contacted
TE10948,24.0,103605.0,Goa,Family,2025-09-15,96152,Converted
TE10949,63.0,243040.0,Thailand,Family,2025-06-14,101249,New
TE10950,31.0,58555.0,,Leisure,2025-12-09,68834,Converted
TE10951,22.0,105464.0,Paris,Leisure,2025-03-22,64782,Closed
TE10952,32.0,68942.0,Kashmir,Leisure,2025-06-11,120895,New
TE10953,47.0,186947.0,Kashmir,Business,2025-07-13,26346,New
TE10954,38.0,125630.0,Bali,Honeymoon,2025-11-27,45000,Closed
TE10955,55.0,155603.0,Goa,Adventure,2025-07-30,76344,New
TE10956,47.0,236676.0,Kerala,Family,2025-01-26,132287,New
TE10957,37.0,138884.0,London,Family,2025-05-03,71892,Closed
TE10958,48.0,188322.0,Kashmir,Adventure,2025-11-19,99565,Closed
TE10959,64.0,40714.0,Goa,Family,2025-04-10,85971,Converted
TE10960,37.0,67936.0,Paris,Adventure,2025-05-04,130369,Contacted
TE10961,25.0,237672.0,Dubai,Honeymoon,2025-02-24,29535,Closed
TE10962,37.0,217419.0,Goa,Honeymoon,2025-09-19,110759,Converted
TE10963,58.0,170349.0,Bali,Leisure,2025-02-20,78039,Converted
TE10964,28.0,105742.0,Dubai,Family,2025-05-14,117371,Converted
TE10965,63.0,64354.0,Dubai,Business,2025-09-16,56325,Converted
TE10966,46.0,215600.0,Goa,Business,2025-11-22,85854,Contacted
TE10967,46.0,200191.0,Jaipur,Honeymoon,2025-03-22,81412,Contacted
TE10968,33.0,74074.0,Manali,Honeymoon,2025-05-01,49915,Contacted
TE10969,62.0,154841.0,Jaipur,Leisure,2025-02-12,40186,Contacted
TE10970,19.0,161529.0,Manali,Business,2025-06-09,64686,Contacted
TE10971,32.0,128772.0,Kashmir,Honeymoon,2025-12-30,89548,Contacted
TE10972,38.0,232988.0,Manali,Business,2025-04-21,58508,Converted
TE10973,40.0,46791.0,Kerala,Business,2025-04-05,73447,Contacted
TE10974,40.0,77831.0,Manali,Adventure,2025-05-26,18997,New
TE10975,25.0,40046.0,Goa,Leisure,2025-11-23,72027,New
TE10976,28.0,178759.0,Manali,Honeymoon,2025-07-19,120826,New
TE10977,22.0,167410.0,Goa,Family,2025-08-10,109681,Converted
TE10978,45.0,247057.0,Goa,Leisure,2025-10-12,81958,Contacted
TE10979,34.0,143817.0,Jaipur,Adventure,2025-09-18,93528,New
TE10980,45.0,52938.0,Singapore,Business,2025-08-06,56011,Converted
TE10981,46.0,122604.0,Goa,Adventure,2025-07-24,141855,New
TE10982,51.0,38509.0,Jaipur,Adventure,2025-07-14,157372,New
TE10983,44.0,173652.0,Kerala,Honeymoon,2025-03-07,90769,Converted
TE10984,49.0,174413.0,Manali,Honeymoon,2025-05-31,175674,Contacted
TE10985,46.0,216975.0,Paris,Adventure,2025-11-05,61194,Converted
TE10986,49.0,96819.0,Goa,Business,2025-01-15,41212,Converted
TE10987,47.0,89948.0,Manali,Family,2025-10-29,60163,Closed
TE10988,33.0,34528.0,Jaipur,Leisure,2025-07-26,77318,New
TE10989,29.0,114315.0,London,Adventure,2025-05-08,165922,Converted
TE10990,55.0,128271.0,London,Business,2025-02-11,75159,Converted
TE10991,34.0,193040.0,London,Leisure,2025-10-06,54912,New
TE10992,44.0,192875.0,Paris,Leisure,2025-01-01,53554,Closed
TE10993,27.0,50538.0,Goa,Honeymoon,2025-07-17,124901,Contacted
TE10994,38.0,84148.0,Dubai,Family,2025-03-01,119906,Closed
TE10995,43.0,136662.0,Manali,Adventure,2025-11-27,68008,Contacted
TE10996,48.0,95731.0,Goa,Family,2025-03-08,19348,Contacted
TE10997,43.0,23926.0,Goa,Leisure,2025-10-20,45499,New
TE10998,35.0,214203.0,Jaipur,Adventure,2025-07-28,145244,Closed
TE10999,64.0,187656.0,Dubai,Adventure,2025-01-15,109108,Contacted
TE11000,42.0,138657.0,Manali,Family,2025-09-20,87291,New
TE11001,56.0,91657.0,Bali,Honeymoon,2025-11-17,150409,New
TE11002,53.0,213514.0,Dubai,Business,2025-03-22,153541,Converted
TE11003,44.0,26185.0,Thailand,Leisure,2025-12-19,83742,New
TE11004,60.0,121562.0,Manali,Adventure,2025-10-18,84385,Contacted
TE11005,24.0,203823.0,Kerala,Adventure,2025-09-28,64628,Converted
TE11006,62.0,239091.0,Manali,Family,2025-05-03,75039,New
TE11007,58.0,76329.0,Jaipur,Family,2025-02-13,32979,Contacted
TE11008,42.0,168984.0,Manali,Business,2025-06-06,32836,New
TE11009,53.0,62007.0,Manali,Business,2025-10-21,24707,Closed
TE11010,42.0,44888.0,Kerala,Honeymoon,2025-08-02,122952,Closed
TE11011,30.0,99901.0,Dubai,Leisure,2025-08-24,30351,New
TE11012,56.0,223342.0,Manali,Leisure,2025-10-12,153249,Contacted
TE11013,29.0,177959.0,Kashmir,Business,2025-05-04,59437,Contacted
TE11014,33.0,131510.0,Goa,Business,2025-01-14,145807,Closed
TE11015,42.0,83614.0,Kerala,Adventure,2025-11-18,72223,Contacted
TE11016,58.0,50860.0,Kerala,Leisure,2025-08-12,30183,Contacted
TE11017,36.0,80817.0,Manali,Honeymoon,2025-07-25,129932,Closed
TE11018,41.0,53424.0,Jaipur,Family,2025-07-28,134065,New
TE11019,19.0,61404.0,Goa,Business,2025-11-07,53288,Contacted
TE11020,23.0,177508.0,Bali,Family,2025-10-08,73392,New
TE11021,20.0,48786.0,Manali,Honeymoon,2025-09-01,53297,Contacted
TE11022,21.0,28990.0,Manali,Honeymoon,2025-10-12,80782,Contacted
TE11023,59.0,143823.0,Dubai,Leisure,2025-04-16,88774,Closed
TE11024,58.0,84490.0,Thailand,Leisure,2025-09-17,72702,Contacted
TE11025,57.0,123496.0,Ladakh,Honeymoon,2025-12-21,21339,New
TE11026,20.0,50430.0,Kashmir,Leisure,2025-03-27,64669,Converted
TE11027,21.0,66715.0,Singapore,Adventure,2025-07-27,109623,Converted
TE11028,31.0,120330.0,Singapore,Honeymoon,2025-09-05,77689,Converted
TE11029,45.0,178085.0,Jaipur,Adventure,2025-07-08,73540,Converted
TE11030,34.0,114130.0,Thailand,Leisure,2025-12-19,52423,New
TE11031,41.0,143678.0,Jaipur,Leisure,2025-05-27,63648,Contacted
TE11032,26.0,139075.0,Dubai,Family,2025-03-21,134313,New
TE11033,53.0,80375.0,Singapore,Honeymoon,2025-02-19,45108,New
TE11034,33.0,82875.0,Kerala,Honeymoon,2025-11-06,110229,Closed
TE11035,21.0,116768.0,Goa,Business,2025-09-07,86647,Converted
TE11036,53.0,25434.0,Paris,Honeymoon,2025-07-30,93568,New
TE11037,61.0,177012.0,Dubai,Honeymoon,2025-06-06,59368,New
TE11038,18.0,160538.0,Thailand,Adventure,2025-05-30,72688,Closed
TE11039,38.0,89023.0,Paris,Adventure,2025-12-07,84800,New
TE11040,57.0,104702.0,Ladakh,Adventure,2025-09-05,66777,New
TE11041,51.0,94258.0,Jaipur,Leisure,2025-12-18,96600,New
TE11042,59.0,169110.0,Bali,Business,2025-10-19,101010,New
TE11043,37.0,194255.0,Goa,Adventure,2025-10-07,161045,New
TE11044,35.0,43210.0,Kashmir,Family,2025-07-21,94737,Closed
TE11045,52.0,113890.0,Jaipur,Adventure,2025-03-30,18072,New
TE11046,25.0,21196.0,Manali,Leisure,2025-08-26,125706,Contacted
TE11047,29.0,122922.0,Manali,Business,2025-09-18,77865,Converted
TE11048,46.0,75604.0,Dubai,Adventure,2025-07-09,155417,Contacted
TE11049,50.0,95906.0,Paris,Leisure,2025-01-08,136482,Converted
TE11050,23.0,123919.0,Bali,Adventure,2025-12-16,67316,Converted
TE11051,42.0,93104.0,Kashmir,Leisure,2025-10-28,110267,Contacted
TE11052,35.0,109425.0,Singapore,Business,2025-05-09,64212,Contacted
TE11053,42.0,195427.0,Kerala,Leisure,2025-06-29,85094,Converted
TE11054,64.0,205991.0,Jaipur,Adventure,2025-02-14,108659,Converted
TE11055,21.0,19360.0,Ladakh,Adventure,2025-12-07,123955,Converted
TE11056,65.0,105658.0,Thailand,Leisure,2025-03-25,116332,New
TE11057,39.0,214478.0,Dubai,Leisure,2025-05-18,87625,Converted
TE11058,55.0,141062.0,Kashmir,Family,2025-06-05,171920,Converted
TE11059,38.0,65625.0,Paris,Adventure,2025-04-06,72224,New
TE11060,32.0,155696.0,Ladakh,Leisure,2025-08-20,28748,Closed
TE11061,54.0,51623.0,Kashmir,Adventure,2025-12-29,35486,New
TE11062,51.0,23064.0,Bali,Adventure,2025-11-08,136590,New
TE11063,24.0,164723.0,Manali,Family,2025-07-13,82317,Closed
TE11064,51.0,137511.0,Kerala,Business,2025-02-17,90567,New
TE11065,54.0,193509.0,Goa,Adventure,2025-11-11,66012,Contacted
TE11066,36.0,98001.0,Ladakh,Honeymoon,2025-04-04,69155,Contacted
TE11067,62.0,216194.0,Dubai,Honeymoon,2025-11-28,57452,Closed
TE11068,48.0,115737.0,Bali,Leisure,2025-05-24,101490,Contacted
TE11069,34.0,189221.0,Kashmir,Family,2025-07-08,81592,Converted
TE11070,18.0,41266.0,Manali,Family,2025-06-08,100225,Converted
TE11071,50.0,40539.0,Paris,Family,2025-06-15,96880,Contacted
TE11072,28.0,199615.0,Singapore,Leisure,2025-03-02,70094,Closed
TE11073,54.0,211485.0,Paris,Family,2025-07-21,33944,Converted
TE11074,43.0,236638.0,Manali,Leisure,2025-05-27,30897,Contacted
TE11075,40.0,93312.0,Goa,Business,2025-11-05,190933,Closed
TE11076,25.0,23166.0,Paris,Family,2025-06-23,136736,Contacted
TE11077,52.0,245338.0,Singapore,Leisure,2025-12-18,131906,New
TE11078,25.0,157519.0,Kerala,Family,2025-04-18,61389,New
TE11079,38.0,75332.0,Manali,Business,2025-04-30,85333,Contacted
TE11080,58.0,195212.0,Jaipur,Honeymoon,2025-01-14,56462,New
TE11081,62.0,227704.0,Paris,Adventure,2025-09-26,39077,Contacted
TE11082,65.0,84075.0,Dubai,Business,2025-01-27,64393,Contacted
TE11083,63.0,196563.0,Bali,Leisure,2025-04-14,131416,Contacted
TE11084,44.0,200713.0,Dubai,Adventure,2025-11-28,114426,New
TE11085,27.0,134391.0,Kerala,Leisure,2025-08-11,51048,Converted
TE11086,58.0,164707.0,Kashmir,Business,2025-07-23,73981,Contacted
TE11087,56.0,80528.0,Kerala,Honeymoon,2025-10-20,111219,New
TE11088,65.0,233566.0,Kerala,Family,2025-10-08,65016,Contacted
TE11089,49.0,246081.0,Goa,Honeymoon,2025-11-19,87786,Contacted
TE11090,24.0,245594.0,Manali,Adventure,2025-08-31,99065,Contacted
TE11091,42.0,189013.0,Goa,Leisure,2025-06-13,98683,Contacted
TE11092,39.0,27824.0,Bali,Business,2025-02-17,93895,New
TE11093,58.0,103017.0,Ladakh,Business,2025-05-15,62121,Closed
TE11094,36.0,121226.0,Manali,Leisure,2025-09-14,65716,Contacted
TE11095,33.0,240684.0,Manali,Leisure,2025-04-03,45322,New
TE11096,21.0,144901.0,Dubai,Family,2025-09-02,30353,Converted
TE11097,58.0,142391.0,Kerala,Leisure,2025-02-18,80984,Converted
TE11098,54.0,52044.0,Singapore,Honeymoon,2025-01-22,113569,Contacted
TE11099,19.0,202143.0,Singapore,Business,2025-05-13,36690,Contacted
TE11100,38.0,96018.0,Thailand,Adventure,2025-03-25,94554,Contacted
TE11101,41.0,39314.0,Dubai,Adventure,2025-11-14,112462,Contacted
TE11102,40.0,247135.0,Singapore,Business,2025-05-18,20714,New
TE11103,62.0,62096.0,Kerala,Adventure,2025-06-02,75530,New
TE11104,25.0,21765.0,Dubai,Adventure,2025-05-27,142617,Closed
TE11105,32.0,36058.0,Thailand,Leisure,2025-04-26,104318,Converted
TE11106,26.0,122982.0,Goa,Business,2025-12-01,19534,Contacted
TE11107,29.0,41873.0,Bali,Business,2025-09-27,108042,New
TE11108,61.0,213496.0,Bali,Leisure,2025-02-27,58829,Converted
TE11109,63.0,136888.0,Kashmir,Business,2025-03-20,109196,New
